accession,sample-name,geo-loc-name,studies,biome
ERS3885350,GCE0144-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885351,GCE0145-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885352,GCE0146-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885353,GCE0147-NCS-ST-0002,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885354,GCE0148-NCS-ST-0002,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885355,GCE0149-NCS-ST-0106,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885356,GCE0150-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885357,GCE0151-NCS-ST-0106,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885358,GCE0152-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885359,GCE0153-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885360,GCE0154-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885361,GCE0155-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885362,GCE0156-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885363,GCE0157-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885364,GCE0158-NCS-ST-0106,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885365,GCE0159-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885366,GCE0160-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885367,GCE0161-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885368,GCE0162-NCS-ST-0002,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885369,GCE0163-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885370,GCE0164-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885371,GCE0165-NCS-ST-0002,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885372,GCE0166-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885373,GCE0167-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885374,GCE0168-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885375,GCE0169-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885376,GCE0170-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885377,GCE0171-NCS-ST-0114,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885378,GCE0172-NCS-ST-0114,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885379,GCE0173-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885380,GCE0174-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885381,GCE0175-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885382,GCE0176-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885383,GCE0177-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885384,GCE0178-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885385,GCE0179-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885386,GCE0180-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885387,GCE0181-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885388,GCE0182-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885389,GCE0183-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885390,GCE0184-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885391,GCE0185-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885392,GCE0186-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885393,GCE0187-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885394,GCE0188-NCS-ST-0114,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885395,GCE0189-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885396,GCE0190-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885397,GCE0191-NCS-ST-0114,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885398,GCE0192-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885399,GCE0193-NCS-ST-0133,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885400,GCE0194-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885401,GCE0195-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885402,GCE0196-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885403,GCE0197-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885404,GCE0198-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885405,GCE0199-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885406,GCE0200-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885407,GCE0201-NCS-ST-0341,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885408,GCE0202-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885409,GCE0203-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885410,GCE0204-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885411,GCE0205-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885412,GCE0206-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885413,GCE0207-NCS-ST-0003,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885414,GCE0208-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885415,GCE0209-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885416,GCE0210-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885417,GCE0211-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885418,GCE0212-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885419,GCE0213-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885420,GCE0214-NCS-ST-0409,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885421,GCE0215-NCS-ST-0175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885422,GCE0216-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885423,GCE0217-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885424,GCE0218-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885425,GCE0219-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885426,GCE0220-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885427,GCE0221-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885428,GCE0222-NCS-ST-0114,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885429,GCE0223-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885430,GCE0224-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885431,GCE0225-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885432,GCE0226-NCS-ST-0449,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885433,GCE0227-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885434,GCE0228-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885435,GCE0229-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885436,GCE0230-NCS-ST-0114,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885437,GCE0231-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885438,GCE0232-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885439,GCE0233-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885440,GCE0234-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885441,GCE0235-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885442,GCE0236-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885443,GCE0237-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885444,GCE0238-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885445,GCE0239-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885446,GCE0240-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885447,GCE0241-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885448,GCE0242-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885449,GCE0243-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885450,GCE0244-NCS-ST-0009,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885451,GCE0245-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885452,GCE0246-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885453,GCE0247-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885454,GCE0248-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885455,GCE0249-NCS-ST-0357,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885456,GCE0250-NCS-ST-0470,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885457,GCE0251-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885458,GCE0252-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885459,GCE0253-NCS-ST-0233,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885460,GCE0254-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885461,GCE0255-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885462,GCE0256-NCS-ST-0252,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885463,GCE0257-NCS-ST-0271,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885464,GCE0258-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885465,GCE0259-NCS-ST-0210,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885466,GCE0260-NCS-ST-0344,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885467,GCE0261-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885468,GCE0262-NCS-ST-0170,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885469,GCE0263-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885470,GCE0264-NCS-ST-0170,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885471,GCE0265-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885472,GCE0266-NCS-ST-0217,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885473,GCE0267-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885474,GCE0268-NCS-ST-0177,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885475,GCE0269-NCS-ST-0296,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885476,GCE0270-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885477,GCE0271-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885478,GCE0272-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885479,GCE0273-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885480,GCE0274-NCS-ST-0449,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885481,GCE0275-NCS-ST-0170,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885482,GCE0276-NCS-ST-0129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885483,GCE0277-NCS-ST-0242,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885484,GCE0278-NCS-ST-0170,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885485,GCE0279-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885486,GCE0280-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885487,GCE0281-NCS-ST-0263,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885488,GCE0282-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885489,GCE0283-NCS-ST-0271,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885490,GCE0284-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885491,GCE0285-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885492,GCE0286-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885493,GCE0287-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885494,GCE0288-NCS-ST-0449,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885495,GCE0289-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885496,GCE0290-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885497,GCE0291-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885498,GCE0292-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885499,GCE0293-NCS-ST-0369,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885500,GCE0294-NCS-ST-0327,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885501,GCE0295-NCS-ST-0256,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885502,GCE0296-NCS-ST-0449,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885503,GCE0297-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885504,GCE0298-NCS-ST-0256,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885505,GCE0299-NCS-ST-0449,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885506,GCE0300-NCS-ST-0449,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885507,GCE0301-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885508,GCE0302-NCS-ST-0449,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885509,GCE0303-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885510,GCE0304-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885511,GCE0305-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885512,GCE0306-NCS-ST-0296,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885513,GCE0307-NCS-ST-0449,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885514,GCE0308-NCS-ST-0271,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885515,GCE0309-NCS-ST-0449,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885516,GCE0310-NCS-ST-0271,Cambodia,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
